年份,月份,區域別總計,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
109,5,5401,762,602,395,537,480,668,119,122,143,315,153,232,170,228,62,96,25,100,88,77,24,3
109,6,5773,807,652,397,562,521,735,137,136,184,359,136,228,183,274,72,91,40,101,69,71,17,1
109,7,6152,843,621,438,647,557,766,139,129,183,367,174,264,215,285,84,110,32,119,76,77,23,3
109,8,5534,810,575,359,564,518,703,135,114,167,342,146,234,168,253,65,91,22,100,76,57,32,3
109,9,5740,813,592,417,587,531,705,132,129,155,348,179,221,178,250,84,111,35,92,89,60,30,2
109,10,5604,795,624,399,567,508,662,119,125,144,363,140,258,185,264,52,101,30,98,82,57,29,2
109,11,5870,868,588,409,563,558,743,121,127,182,319,161,235,195,282,81,110,28,104,96,69,29,2
109,12,6264,905,656,438,638,570,733,166,113,181,414,181,234,201,306,74,92,40,101,101,93,25,2
110,1,6766,960,723,453,709,635,888,151,136,194,408,186,249,206,328,74,109,35,115,99,79,28,1
110,2,6295,843,632,475,618,567,770,150,136,184,426,186,281,192,317,74,119,32,102,93,74,23,1
110,3,6903,993,713,512,662,610,822,170,161,205,423,182,267,229,348,97,126,34,121,117,84,25,2
110,4,5897,852,609,441,587,519,698,137,133,160,360,171,222,197,280,83,92,43,117,84,85,25,2
110,5,6486,946,670,444,705,584,815,130,135,186,387,176,274,185,298,90,110,34,104,109,76,25,3
110,6,6950,1099,841,527,687,547,786,158,155,196,420,181,294,221,301,74,105,35,116,105,79,22,1
110,7,6545,1048,806,452,632,535,784,145,143,187,384,178,233,221,282,78,103,33,107,91,67,34,2
110,8,6210,959,654,436,617,557,751,150,131,176,364,169,257,194,288,75,115,19,97,105,64,30,2
110,9,5734,819,602,429,567,547,698,121,117,147,351,160,241,185,244,61,91,40,108,108,74,19,5
110,10,6044,792,614,433,634,557,753,130,133,185,407,168,252,200,266,69,104,39,110,100,71,25,2
110,11,6519,936,686,496,657,577,806,156,137,189,386,185,284,205,266,98,104,32,110,102,78,27,2
110,12,6506,977,703,498,613,593,779,155,132,180,396,194,249,197,308,81,116,31,100,98,78,25,3
111,1,6612,961,740,492,621,624,809,134,152,181,418,149,287,203,295,68,110,35,126,103,79,24,1
111,2,6221,879,641,478,635,554,790,133,145,170,364,177,271,202,277,81,93,32,121,84,61,30,3
111,3,7615,1102,844,541,751,644,912,190,179,205,503,212,332,233,318,92,120,40,144,113,104,34,2
111,4,6101,897,620,458,610,553,723,141,144,189,358,167,257,171,281,75,102,29,112,108,81,24,1
111,5,7412,1205,825,518,740,626,826,172,143,222,439,210,298,216,354,89,129,32,144,100,81,39,4
111,6,8881,1271,984,641,915,746,1071,193,179,255,554,261,367,286,389,131,137,49,162,147,95,47,1
111,7,7710,1028,777,513,757,766,966,164,147,212,539,211,367,253,364,77,117,39,152,130,94,34,3
111,8,7497,1042,795,519,770,676,917,154,164,213,444,222,313,264,338,108,133,34,148,131,84,26,2
111,9,6965,959,760,524,688,598,867,164,138,204,417,191,314,233,299,88,139,38,130,106,74,31,3
111,10,7279,1082,765,493,757,631,856,173,142,191,472,214,328,248,337,70,128,36,131,106,88,30,1
111,11,7526,1108,834,567,749,653,904,182,164,208,478,203,317,211,316,84,112,24,158,116,100,31,7
111,12,7491,1064,827,550,742,622,884,168,168,232,486,190,336,249,333,99,132,41,125,107,101,32,3
112,1,7503,1107,798,566,793,629,927,176,150,213,459,204,288,236,340,80,145,31,137,106,86,30,2
112,2,7757,1110,843,600,756,692,923,166,171,215,465,209,333,280,334,97,121,34,142,131,92,41,2
112,3,8571,1220,904,639,882,773,1065,190,181,230,543,249,348,261,348,109,153,43,159,137,98,38,1
112,4,6609,988,694,498,645,609,797,138,140,212,414,182,266,219,293,69,105,39,99,79,79,38,6
112,5,7416,1082,804,525,749,636,838,176,169,215,480,215,321,233,354,84,130,50,134,106,81,32,2
112,6,7359,1066,795,561,690,692,979,177,154,201,451,178,278,190,342,97,94,43,133,125,84,27,2
112,7,7640,1020,836,517,768,655,938,164,167,238,506,205,334,251,382,96,134,42,141,109,102,35,0
112,8,7156,1013,747,559,741,687,903,178,136,169,419,187,277,218,295,85,132,46,136,118,80,28,2
112,9,6130,900,643,448,625,551,736,154,111,175,358,195,253,176,264,76,125,32,101,97,73,33,4
112,10,6979,997,707,539,693,667,911,127,155,203,426,173,294,219,271,72,119,31,140,116,78,39,2
112,11,6865,1018,737,507,697,611,797,175,132,188,373,182,267,214,334,85,136,47,136,99,91,35,4
112,12,6529,934,705,490,701,571,821,143,150,185,377,167,235,212,302,75,96,27,120,115,81,22,0
113,1,8310,1286,828,609,806,753,997,179,164,238,545,242,325,293,367,89,152,37,149,112,108,30,1
113,2,7370,1104,773,583,699,641,915,162,163,212,458,195,288,228,315,77,133,41,149,110,91,29,4
113,3,7363,1057,831,575,731,607,909,155,170,226,437,193,286,234,313,89,114,33,140,132,87,41,3
113,4,7014,1039,764,531,728,576,860,177,155,176,409,178,289,239,287,75,141,32,114,102,103,37,2
113,5,6980,1023,762,539,717,613,885,160,139,215,390,176,318,213,269,94,108,30,117,104,77,28,3
113,6,6292,930,651,483,606,553,801,119,142,178,405,152,266,208,263,82,110,35,124,77,81,26,0
113,7,8039,1177,789,597,880,711,993,172,169,234,496,197,318,263,388,98,139,60,119,123,88,25,3
113,8,7178,1060,764,530,709,671,884,161,149,180,418,171,291,207,353,88,122,59,121,99,98,41,2
113,9,6509,891,667,490,668,614,824,168,145,157,414,167,257,182,297,78,101,38,127,104,82,36,2
113,10,6457,965,696,479,682,563,840,142,117,186,352,174,262,215,278,80,86,20,108,94,93,24,1
